TRACE (ray tracing) @ frequency of    1700.00     Hz
Reg Path(Re)  TimeG(s) %dTimeG/T %dPath/WL    WL(km)    R(Re) Alt(km)    Lat^o   Long^o     L(Re)         F/Fge           F/FgH         n(cm-3)       %H+  %He+   %O+ LHR/kHz   RefrInd VeK^o AzK^o ThK^o ThG^o PhK^o Gen^o Res^o
 0 0.664     0.216      68.2      122.      6.81      5.46179  28426.   6.7222  -1.3856   5.538             0.36831       676.22552            8.75 100.0   0.0   0.0   0.106  25.9      53.1  13.5  59.6 -12.7   0.0  42.6  68.4
 0 0.677     0.220      68.8      124.      6.76      5.45407  28377.   6.8306  -1.4118   5.532             0.36637       672.66144            8.76 100.0   0.0   0.0   0.107  26.1      53.0  13.5  59.9 -12.7   0.0  42.9  68.5
 0 0.691     0.224      69.5      127.      6.71      5.44621  28327.   6.9402  -1.4383   5.527             0.36440       669.04700            8.77 100.0   0.0   0.0   0.107  26.3      52.9  13.5  60.2 -12.8   0.0  43.2  68.6
 0 0.704     0.228      70.2      129.      6.67      5.43821  28276.   7.0509  -1.4650   5.521             0.36241       665.38495            8.78 100.0   0.0   0.0   0.108  26.4      52.8  13.5  60.5 -12.8   0.0  43.5  68.8
 0 0.718     0.233      70.8      132.      6.62      5.43006  28224.   7.1628  -1.4921   5.516             0.36039       661.67242            8.79 100.0   0.0   0.0   0.108  26.6      52.8  13.5  60.7 -12.9   0.0  43.9  68.9
 0 0.731     0.237      71.5      134.      6.57      5.42177  28171.   7.2759  -1.5194   5.510             0.35834       657.91089            8.80 100.0   0.0   0.0   0.109  26.8      52.7  13.5  61.0 -12.9 360.0  44.2  69.0
 0 0.745     0.241      72.2      137.      6.53      5.41333  28117.   7.3903  -1.5471   5.504             0.35626       654.09717            8.81 100.0   0.0   0.0   0.110  27.0      52.6  13.5  61.3 -12.9 360.0  44.6  69.1
 0 0.760     0.245      73.0      140.      6.48      5.40473  28063.   7.5059  -1.5751   5.499             0.35416       650.23163            8.83 100.0   0.0   0.0   0.110  27.2      52.5  13.5  61.6 -12.9   0.0  44.9  69.3
 0 0.774     0.250      73.7      143.      6.43      5.39596  28007.   7.6230  -1.6034   5.493             0.35202       646.31104            8.84 100.0   0.0   0.0   0.111  27.4      52.5  13.5  61.9 -13.0   0.0  45.2  69.4
 0 0.788     0.254      74.5      146.      6.39      5.38703  27950.   7.7414  -1.6321   5.487             0.34986       642.33649            8.85 100.0   0.0   0.0   0.112  27.6      52.4  13.5  62.1 -13.0   0.0  45.6  69.5
 0 0.803     0.258      75.2      149.      6.34      5.37793  27892.   7.8612  -1.6612   5.480             0.34766       638.30664            8.86 100.0   0.0   0.0   0.112  27.8      52.3  13.5  62.4 -13.0 360.0  45.9  69.7
 0 0.818     0.263      76.0      152.      6.29      5.36866  27833.   7.9824  -1.6906   5.474             0.34544       634.22089            8.88 100.0   0.0   0.0   0.113  28.0      52.2  13.5  62.7 -13.0 360.0  46.3  69.8
 0 0.833     0.267      76.9      155.      6.24      5.35922  27773.   8.1052  -1.7204   5.468             0.34318       630.07806            8.89 100.0   0.0   0.0   0.114  28.2      52.2  13.5  63.0 -13.0   0.0  46.7  69.9
 0 0.849     0.272      77.7      159.      6.20      5.34958  27711.   8.2296  -1.7507   5.461             0.34089       625.87585            8.90 100.0   0.0   0.0   0.114  28.5      52.1  13.5  63.3 -13.0 360.0  47.0  70.1
 0 0.864     0.276      78.6      162.      6.15      5.33976  27649.   8.3555  -1.7813   5.455             0.33857       621.61621            8.92 100.0   0.0   0.0   0.115  28.7      52.1  13.5  63.6 -13.0   0.0  47.4  70.2
 0 0.880     0.281      79.5      166.      6.10      5.32975  27585.   8.4832  -1.8123   5.448             0.33622       617.29449            8.93 100.0   0.0   0.0   0.116  28.9      52.0  13.5  63.9 -13.0   0.0  47.7  70.4
 0 0.896     0.286      80.4      170.      6.05      5.31954  27520.   8.6125  -1.8438   5.442             0.33383       612.91284            8.95 100.0   0.0   0.0   0.117  29.2      51.9  13.5  64.1 -13.0   0.0  48.1  70.5
 0 0.912     0.291      81.3      174.      6.00      5.30912  27453.   8.7436  -1.8757   5.435             0.33141       608.46893            8.96 100.0   0.0   0.0   0.118  29.4      51.9  13.5  64.4 -13.0   0.0  48.5  70.6
 0 0.929     0.295      82.3      178.      5.95      5.29850  27386.   8.8765  -1.9082   5.428             0.32895       603.96051            8.98 100.0   0.0   0.0   0.118  29.6      51.8  13.5  64.7 -13.0   0.0  48.9  70.8
 0 0.946     0.300      83.3      182.      5.90      5.28765  27317.   9.0113  -1.9410   5.421             0.32646       599.38702            8.99 100.0   0.0   0.0   0.119  29.9      51.8  13.6  65.0 -13.0 360.0  49.2  70.9
 0 0.963     0.305      84.3      187.      5.85      5.27659  27246.   9.1480  -1.9744   5.413             0.32394       594.74677            9.01 100.0   0.0   0.0   0.120  30.1      51.7  13.6  65.3 -13.0 360.0  49.6  71.1
 0 0.980     0.310      85.3      192.      5.80      5.26529  27174.   9.2868  -2.0083   5.406             0.32137       590.03888            9.02 100.0   0.0   0.0   0.121  30.4      51.7  13.6  65.6 -13.0 360.0  50.0  71.3
 0 0.998     0.315      86.4      197.      5.75      5.25375  27101.   9.4277  -2.0428   5.399             0.31877       585.26080            9.04 100.0   0.0   0.0   0.122  30.7      51.6  13.6  65.9 -13.0 360.0  50.4  71.4
 0  1.02     0.320      87.5      202.      5.70      5.24197  27026.   9.5707  -2.0778   5.391             0.31613       580.41339            9.06 100.0   0.0   0.0   0.123  30.9      51.6  13.6  66.2 -12.9 360.0  50.8  71.6
 0  1.03     0.325      88.7      207.      5.65      5.22993  26949.   9.7160  -2.1134   5.383             0.31345       575.49365            9.08 100.0   0.0   0.0   0.124  31.2      51.5  13.6  66.5 -12.9 360.0  51.2  71.7
 0  1.05     0.331      89.9      212.      5.60      5.21764  26871.   9.8636  -2.1496   5.375             0.31073       570.50012            9.10 100.0   0.0   0.0   0.125  31.5      51.5  13.6  66.7 -12.9 360.0  51.6  71.9
